country,market_segment,adults,children,babies,customer_id
BRA,Online TA,2,2,0,f9de0e730120a5c7d593c772c157048f2356131697cf51ae1db33c9557906350
FIN,Direct,1,0,0,3fa4da54f790c0e1c58415a76956580e32cad9b0bd3154c88e682a88893d9bd2
ESP,Online TA,2,1,1,fbb4aae63178cf3dcb55721bd70398766c9fe12d8566aaa98aa99f9ecac7e7d7
EGY,Online TA,2,0,0,b6abb2e85018113e8bd0a40218579834b069b25634160ec1a813ca80cc823336
DNK,Corporate,1,0,0,6223c0bd8ea1ed769f965eccce6a5773074d50f66c8c4afcbadb6cf4a0161bcc
IRL,Direct,1,0,1,1a245775940e6a629a406a53e5eb7f8441c183bf23d5fc83ac6d6b2f348416de
JPN,Direct,2,0,0,9288035931e248eae83a801ede0c8dc6d7ce445f4e96fcb2d61834ac98e7ec83
SWE,Online TA,2,0,0,e9a9f85e400a266ec1d7f5a477ca78bf45dd9e03dff85fad800590b738396188
FIN,Online TA,2,0,0,ed54c424c5846c6eb416913f58b7646d531576e69f22fa72117fccf9fca12bab
ESP,Groups,2,0,0,1566a7aa243d5580d1cf6054b14b0074b44e0961052c286babfbbf46d7b534b0
CHE,Online TA,3,0,0,63b87ec615be5de4c16eef6afbeba61f9167117ff8373cd11ba9a3392f5b1d51
PRT,Online TA,4,0,0,6e0fa52684f6cd792b763162863b60c15ccedc0ec5a30be46d42ffd5e8728123
ZWE,Online TA,2,0,0,21c98d6e59d2eeaa783e7a5e1660fd983c891641d541435e6fa4041906cd7aee
PRT,Direct,2,0,2,7318e7925e6e70672642d7564ab371d285e70dfec3a27378368d2e2179adb966
NULL,Corporate,1,0,0,662e1cbff078c1684fb846b1d96abd82301d68d725349e50d36b2c879c177d6d
DEU,Complementary,1,0,0,1b289e31684597f65207d75749175b8349e4425cc2b6de803bb6cbe24def5872
FIN,Offline TA/TO,1,2,0,48c56a088e4be4a356cbdbd7edc2fae71a713e7e202b97ced98685d3c1f93e87
PRT,Online TA,2,0,2,a2e7de22f3899971f7ec7258342c13b116e37915f3f25b147944fcc75a19543f
ISR,Direct,2,0,0,2b72e1a82a660766206a9a9b50a816abb7a3cfc0d4b99884cb0548b1dd93736c
GBR,Offline TA/TO,2,0,1,bdba1cf329482a620e05217daf08eb538260984cecde9e931ce5938d1fb0fa0b
ITA,Direct,1,0,0,09098e56d75c6760edb40a3d5e3acbc86c7e7a818dd204a1ffbb30e3958421fd
CMR,Online TA,2,0,0,e50fa4bcd450f6cbedd97716419ee5a4d4042bbd5daeafb2903f188771822fbf
PRT,Complementary,2,1,0,c3e7844b65b165e7d28c0c701e6d0773471c9febc9aff74f822323ed7521c926
RUS,Direct,2,1,0,3fd58d7bf0ae58cd0659862baaa20c081eade600b2ef0a2467447b19740be565
MYS,Online TA,1,0,0,ee0c880cb573402aac16ff1fc3cb54dee23737c7f5929fcded76400955d8ee72
ISR,Online TA,1,0,0,aedfec8bf4478ca6a0fd174b1d389cf05831b6627e37d22f0955fb10b3892526
USA,Offline TA/TO,3,0,0,ebaec7de308a5a3b80ea9e1754c400f3f3b616520aca7df63f2b67c8c16c1437
DEU,Direct,1,0,0,dca45f70ba7b57a3feb38ab0eb3acb92fee5447c1e4624530d1bfb7008caba8a
GBR,Groups,3,0,0,3ddf1d0dcd43be792271e92d3e8b38fb7783a60e830d6a62aa4422e917bf73a2
NULL,Direct,2,1,0,a948bc63b6c4f23cfdbdcb5378b7b5380343b403087cb2db6e0be26155a3ec02
CHE,Direct,3,0,0,4f054a88620bac848a08879904be4fc63d03fd81af623a7ebda6adbc9153fb85
NGA,Direct,2,0,0,03678824ba2406dc0dd82732549a4be4064e25dd49ada8faa3333b7d43a790e9
PHL,Online TA,2,0,0,0d02f63b011766bd445f22e5328396edcc81e24281027663e4b7cd2592fc00bd
ITA,Online TA,2,1,0,83e46129a80b83dbd1a1fbc7820700befa273b69a1c0c5144eed3450224df467
LUX,Online TA,2,2,0,061fb8e4ac228b8ad10988ed008474488a0161a5329befd0293d921a9f15fa15
PER,Online TA,3,1,0,71044eb8f7d7abfeaa2ca0725586a31b4fe55c3f0060bc130c4a1f7220720805
LVA,Online TA,1,0,0,b044a8ac1160aa83cc70a0756173b8523c35787c6e75f91e71f29eb7772d8033
LUX,Online TA,2,0,0,49b99657327cc36da0f9b13405eaefdfb49bb67b8c14cafce2320ee474cd224f
USA,Direct,2,2,0,1d3c1eac6afa50dffcb7d8749f50d6337cdd59f69c7a8a5b40534f0c72f8cd94
BEL,Online TA,3,1,0,abb1929379236b4334ef3de85a00a82f6234a1ad6397f2ab5b83b835eb0731e7
SGP,Direct,2,1,0,271a84dbed958757dcf3ee6a5f3b981b91d5b3eb91b9a39279549d215a03cd31
DEU,Offline TA/TO,2,0,0,b6da278efc8926bc5471b93649bb6b5e44f5faaba88f30b09cd345f7cbfd8826
AUS,Direct,2,0,0,eb7c86cfc50d688af6fb470e8f163e2854c30186bd741980ec6b5ea2a19f7fb4
CZE,Corporate,1,0,0,f9a2b26c426ea1be88fb4ad23a8994406ba921e40e094e327c095faa99f9df9d
ESP,Direct,1,0,0,571e8eb76ed887ce99d57f40f595a32d40ef1e0314d4bb256ee2508cbe6dcf85
CHN,Direct,2,1,0,c56f359e4a8fd0a824668582b86cdf1d3a64b9d3cb014431cc9fc7c495298581
ESP,Online TA,3,1,1,75d2c92af7ac628c7acf43580fe9ca2e2a873633289683ecaecdacba3629dbe4
IND,Online TA,2,1,0,66692931a004564b0a761b37648e4104aab5421620aa182ed2192b76afeb3c4e
RUS,Offline TA/TO,1,0,0,b5e83f41bea2519550b6a65f5bfde837c5873d2f9b61e217b93b3f6feb365f3c
FIN,Complementary,2,0,0,9b485b5acbf5ce0fed7409919578830492e8344569ab7ef9f442f10e4581673c
IND,Offline TA/TO,2,0,0,b942d582c24cd93dc0cb47abdf69fbf3cea5a77cd7d06d7dd5df06fc403c1a43
HUN,Groups,1,0,0,9421e85b4ef0338977594395a5037bc79fd734680e1cef38075fc21c52a69000
JAM,Online TA,2,1,0,3743e039f35a92b5caca5ed9bf1389e311fc95bc7eb506310d7ac1f9ee759a69
RUS,Online TA,2,1,1,d14b9f8912d340ccc1419133531b35ef56f71ab4cf006c7eb952fb495b73d21a
BEL,Direct,2,0,0,cc64386ea3aea6496d79cda66476e82b2d8430dcd7591c89a8aa2862b800842b
ESP,Groups,0,0,0,f15c68871e24822b3a2ce286919e449a67cf0075dadfdffcd9fad39509769065
ESP,Corporate,2,0,0,336fb7524677ade97c7a71a2269bfd863c33d89f84381b87b55f4807d08aaf0c
POL,Offline TA/TO,1,0,0,a6d04de0c89f0efb2b95c556ad50466dbea4aa14491a6085d9befadd070264c7
NOR,Offline TA/TO,3,0,0,f232548a262579d406b66921abad6c576e195899feaa0855295b3a8dd152b230
CHE,Online TA,1,1,0,52e3318e561cc21c0a543665292c943829e3ccbc9d595863dd5a276073c9d992
CN,Direct,2,0,1,3f527b5df6e05b80db7dbac6cdae96557ec942357dce5bb64145800b44a04968
MAR,Online TA,2,2,0,9f4c0260dd865002b97879396b614b893dc09cdf952395f8939e98c456ad5506
RUS,Complementary,1,0,0,9920e1eb2a28dca476a0fb89abd9e18ca08517579ff2857fd3c95f4a3842901d
MEX,Online TA,2,1,0,e376af87fe1445a530e63c2162c9f96dc97f23157e1bd3f02a2cbb9485c50296
IRL,Direct,2,1,0,ce3a9fea52cee85bb45a7f5eaba042c6abf31cb4d6d572562963d20ee898c6f6
ESP,Groups,1,0,0,76c3249066f7a1fe452168ece4b04aa0d1508baa76d14d8628a1d049c2336d0a
CRI,Online TA,2,0,0,bb3021e7b413a468cf936bc221ff9a7fd816f4d464117ed23b380f425cca0d09
BEL,Groups,1,0,0,531dcdb4f6aff154be6e7e3c6f7d6066c106e3f2c4a615a589c997cec46fd7b2
NOR,Corporate,2,0,0,67beb73bb4fbc0bc8b7ca549edbaa16980d85c3ed2388b80e6f653d106101ded
POL,Direct,2,1,1,705afc130648c6de9e22355ddb6e966ed093c9cc7a81f929adaf41b8bf801734
LVA,Offline TA/TO,1,0,0,7f9ad1784d937acfabe678ae00ab38bf66ab7274591762013e03f7cee19c5584
ROU,Online TA,1,0,0,51563cc1735dd0e76750e876b605846afd49c080f907097a7a1057907949dba0
DEU,Online TA,2,0,1,46d2507b924ec01c1a8a969342dc525471bd5bdf26c613796d9bb31ca11e04b3
IND,Direct,2,2,0,437a2902fe806b6f0070ff69945602ad2324fe05947e8b5b342fac61d77e7a2d
CZE,Online TA,1,0,0,5c27f5ad3c80103e0240461ea24bd044869259302a58d9c1d7f9f894a1d255aa
CHE,Direct,2,2,0,753695d9bd3ec9e496a7db50b12892e98d58f30c214494fe6ecb210549867538
IRL,Offline TA/TO,2,0,1,52a5e41b7724bc2737fd98fd7f758792d427c89cbd7896e3f52abfc4e4b58f1e
SAU,Online TA,3,1,0,c4c6adc1e9f8e12aade1073b6a8cec4516f19c5f31ad52b9b6532f2aaaeeeace
ISL,Online TA,1,0,0,2741f090a53f2213596331aeb99a879d780e9c7e5ec971456dd5432af3582535
GBR,Offline TA/TO,2,0,0,ddc15f373f364fd6e427cfccbd46124fd331955e2f65a76df138e9e908ebc762
FIN,Online TA,1,0,0,6e038a3d83c3fa1305b1f1667d1f7e4f40cfec1ed0fcc0e431bfb62181090c5c
BRA,Offline TA/TO,1,0,0,d072b85c5dff361942ed18696eb56a30f78f587e18e339d5c3238e16633ec2af
NOR,Direct,3,0,0,3dcbbeb6dd9066cdc6b5f4624aa841fa3ff3ac573681af99cb0ffe9f6a37ed19
LKA,Offline TA/TO,2,0,0,cf547544bfcda92fa010c2a8c77e33f644c14a7b2c514e305cc96f13582d9d85
MAR,Direct,3,0,0,39f61ffcf420bc39329c08afa37c7be772b4d652f735cec9ad7ddb6ad442a573
CUB,Offline TA/TO,1,0,0,c25d0bfcb2604472bc5487de5a1d3550041cbc493257938f060ad194643bfba8
AGO,Direct,2,0,0,5729eebec5af487fec5c472468ba98d323e2ace58f7dc4b4e15ed0b8d1873dd4
NULL,Offline TA/TO,2,1,0,bd8f0505aca1b12e8e8059c08bd2be205cf5a50781a0abdd7108ab01503ff286
LUX,Offline TA/TO,3,0,0,df9b1549a2d1029708d38378d31e3558acd303d0357e9a2899a4b2a686c48dfe
FRA,Online TA,1,2,0,de485da9e33cc8575f9583ba077a3ad550f676fb2c02f61627fb30de30b1cb96
IRL,Direct,1,3,0,971d678285112720cb4aca59c118b3abbc683a5ef7b88fba96de0ea3a2512dd5
SWE,Corporate,1,0,0,d6537ad75dbb9b9c8c6b62d97a77712fe721e2d6dd9035139c40448003d73043
FRA,Direct,0,0,0,b1a31820dae885623da8a01803b220a7819e14e022c673a4f1cddbd7adf74c7e
AGO,Online TA,2,2,0,8c32e21118679c8ff34ab6a4666aeb1ca53d91768d156421fc74896347e433fc
DNK,Offline TA/TO,3,0,0,f2a94f0890547dbfd496449c7f1fb3970e1f6b54ceed6fc8d7f6b9c17272dbaf
OMN,Offline TA/TO,2,0,0,f8b21a8660ea946d0bb3eb718d29562d0221e7a79a158dba4483c7c4e5b11459
NLD,Direct,2,0,0,7c60eab763b2b2ef76b00e5210b329562b2958cb71a24aa08613db264d1fa936
ITA,Groups,2,0,0,06251783f2f026489bc33f40d33b6a4b4f501e695b5db57c33c2caf042cb64a2
IRL,Online TA,3,0,0,4b536881a90cf6cd36a5a90894adc7bf1ccc82fbe07da0b6754e4c7d00b7e4e7
ESP,Offline TA/TO,2,1,0,883dbe35e1edf39aedea121abac2aa4ccc3b0b6bc578096a3698e0f1396f0451
IRL,Direct,4,0,0,53ef8ca201af90402573a2f669e0220eea38d8a5eb0ad7a6fb30c1a8989817b6
JAM,Groups,3,0,0,75ffba5245d997e4de35e504660b065fe01779e5af0e4ca289e29e1d2ab242a3
CN,Offline TA/TO,1,0,0,ff856480e63a9f2aff059d05c47437307aa7f33ce3730bb68161d6dd2c7f6090
PRT,Direct,1,2,0,24e36c1dc3b41e8df2e623eb53270b465abf09e39cca8bfc96e1d0bfea34742f
NGA,Online TA,2,0,0,39a88c8008c61a5a6de8a477e49dc4409a9771ad9b9e1b3f36c5201d15c07479
POL,Online TA,1,1,0,ed9a5cb458a48f222fc37d64561f5a80b2556dc35c678391c3cd61efd758d539
IRL,Direct,1,0,0,b454397f6f91ae072aaeb004a715e0fae127d99b2e5c0406b5544dd1d0af2318
PRT,Groups,1,0,1,23c7be7b7bd8184cdfe70c58e5fcfa175494ed14b515424f26f45acf0a0a023b
FIN,Corporate,1,0,0,0f79007d6e7666183554e92de32938051ab87d567cbf8b8cd412898a5085691e
SYR,Online TA,2,0,0,37ab0199ec6803bffd40dae6c917f42fe0760a2eba2b33a84b7bda4916fa111b
PRT,Groups,3,1,0,a1e56380d3d96a80fdc336f7da19a461037c7ccc57df13733162ec10829e72b6
BEL,Offline TA/TO,1,0,0,2db5e5043c836fa79c72409243ad11b838c5773b3cdb6199be17f8ea00197b61
GBR,Complementary,2,0,0,049f14f90b4974df55abebc5705a16c51a49c477207edfefd7c7cf7182476265
CHN,Offline TA/TO,2,0,0,7ed19ea37a2c5cf2b5fe7ae938de12956be225388013799e8f1fdab580e972c7
NZL,Offline TA/TO,2,0,0,0d2d2addee4aed20cd47abd31de4daa853854ae565be35fb7e209705170adb01
FRA,Online TA,2,0,0,ed42740c7ffe666c0e8974fd2aedfa604a477b3b4fbf0699ff31e5cbda6a7dc0
BRA,Direct,3,0,0,dfcb2394cc6e256268f34c140721aaa8cde3413d4fc4081a69de36a596157278
AUT,Direct,1,0,0,492301415009ef5b393e38890d44b311a4f34dc3a712428eec922ad634c77cf4
CUB,Online TA,2,0,0,c7d7e7e7e474007f22357baff6e96d2cded282a55fd995e70e220ca33dbe6bdc
GBR,Online TA,2,0,0,413b3b0444d01ed092c5aefa7f6a55bd17c4bd9769ed7e2c738dab4adeeac355
AUS,Online TA,1,0,0,db4c06373cb5857b05c1fb874587a0698acfe02eb6671a166da31291d57b3bac
IND,Direct,2,0,0,a30b0664549e6739a85e157834203bf263fe8dcb714addd479a413bb0d021c45
ITA,Groups,3,0,0,1b856658bf3dc9dad0154ba2f38ba0adf799815690ff311c11daff30312bbc92
CN,Offline TA/TO,3,0,0,de95279570410a92279c72b0e7cae8099f3b127cc3e0bf860c280b7a034dfc28
BRA,Direct,2,0,0,9161f9fc1c01f1f5fa335f8c42b2a34da984e2ec97a195dbff4ea0b91630ae41
POL,Direct,1,0,0,8e51eb06f0776f29fd6f317aa2b246f014c6ae6084e69eeda975c3064a4ea949
AUT,Offline TA/TO,1,0,0,6db07345f2c26e88fe7c2ab7dea55f9178b0a393ee721c3be7249371ef49889c
NULL,Online TA,1,0,0,c1f213d09f132cc2bbf2141be91f8e7a519b315f5c69b9910f8beea6c019b0d5
DZA,Online TA,2,0,0,a62b9f266096c95faec50e9dc7e02099e3a6123b8f39bc6b7413803e4eb94192
CAF,Online TA,1,0,0,8361d1f641e538e12041a450cb95ff7e7ca0aac7b52760b9ad69203237f2c5dc
BGR,Groups,1,0,0,fca895a7e51a9c1e0ffb1c9f32d0948a90a91f8a043f5b61b32c8420abedca34
AUT,Online TA,0,2,0,06dfa31440c2aed45c7b3287ee3233df7fd5a93775eb12c73b2dbd8f9f71e378
IDN,Groups,2,0,0,970e320e33c6a04e394e28ab31d87548a4e1ec9c3c121b77f85c9a039f281e22
PRT,Offline TA/TO,1,2,0,9005c2c37808ff40c597ba4968e5ad2d23a2eef67099658ca779ea01c02108d8
JOR,Groups,2,0,0,3731ec34dabef3562950360b98d393f32bc895bf700e9f63b2ecaf95e1cf328f
TUR,Offline TA/TO,1,0,0,6993f31ff07deb2234e280582fc6d67dbeb53bd276569e267bd257b0f07b302f
BGR,Offline TA/TO,1,0,0,dfaabca470e750ac4259583a7f58ac4c2efaa800fb54b883764eba8ee1e5a085
NZL,Offline TA/TO,1,0,0,06173961ac1758f302c4c4538836bcdf37125396dba5cdcd499540342d0270ea
KOR,Groups,1,0,0,f1afbe62a884ef490119f7bdc17455221a05c4cb18ef6b2ab64392aab66fe6c4
MYS,Groups,1,0,0,5a440b6130504b6b91853553d5a9b3091cc035931c77ffb9d010df88b9bea935
CHE,Direct,1,1,0,24a545b650d25a5fbf41c2861257f19d5dd10c981d98df2eb86b8d9fc5725082
AUT,Online TA,3,1,0,84f576ce5668049dd38925916796863b854bc31e5a4c7fcfbd04867e546efdc5
CYP,Direct,2,0,0,1ca5c9a4042cf42fad2cb6ddd50cf235a4add1ab072aaf1aa871850c4867b73c
FRA,Online TA,0,0,0,77070e6d6be08a7db8269c87a8eae4a0bbb08aeaf49f90ba7042d56e0e2ce560
ISL,Online TA,3,1,0,ee7e3403caf8ac653870e1d2b4314cac76df56c6c6addb6fa2fa8e74e42d4253
GRC,Groups,1,0,0,195f997bbd97b11d5b6991dacf806ad36fb67c97df833e79fa173af36c0ae4b9
DNK,Online TA,1,2,0,0e8101a42e78a687d1c33e75ecd9f6c5b42052ad3cef53c282a6de78fd85b5a9
BRA,Online TA,0,2,0,29238ac84d8b0e6a0fe971fd54af9b5bdc98923fdb1a2f714e08e60de07d9f9c
AZE,Direct,3,0,0,9ca3422c6b13b838559334e1453e6e6f3945e101b630d0aa90dd127a305e7a67
VEN,Online TA,2,2,0,1397e3c2c43a249b88be361d4e66749700824df070dd9c6f6f81a424c081a91c
LUX,Groups,1,0,0,571237cb213842df4ff3ae0ec2e1ab30d48a9873ea870088349879392ebe1c16
SVN,Direct,2,0,0,68b127ff011172fdcad1e040500d69b49c4c17f3a4209a929fb39b02b7873c96
TWN,Online TA,1,0,0,aad0c8dca639fd8ac55de49b09659eec643de533f2ee25dbe8e86e6d21d6cb78
COL,Groups,1,0,0,f36d34327055b6f58275455b1d58cbdf07fabd604d502718f8cdd26d19b329b5
LBN,Offline TA/TO,2,0,0,419bd17d6aeb3565cfc92bf804be9bdf1db1871038b5f3901ad339ccaee6bd76
SEN,Groups,2,0,0,0eb73723b4a8da7adddcdabae20d05167c45ffaa94a4ef509b1d31a6bdcd987a
TUN,Online TA,2,0,0,5ddab2c2aa7bc4c099759cc8d23878c8453ebbcc1943e498a0eea2212299c354
FRA,Groups,0,0,0,9781759b4d4870dc0ba1d3fc11b5b6f3ca3e7f0938128e63c34b320a6ebf37f5
IND,Groups,2,0,0,6fec846385ae3ba9f0d321e5e22a5e4df96ab10e2a85ac2267ad7d5e57b7d433
TUR,Groups,1,0,0,6319013caf363ed71d5c54b7d34f8ad5d088cd46f27cb1e9678763b1ef6491c2
IRN,Groups,1,0,0,b71cb12fbed14894d7c9bf987846b408d404b8f7a55400f985ad913107216551
KAZ,Direct,1,0,0,7c3e4b2c8ebbc86a57e53e521873930e6d0dd2b8e2595a00286de40ffc0a41d1
TUR,Online TA,3,1,0,71023a0a0700ef75209899897d5119c91c4719d61371780ff0821ff32a72896b
SWE,Direct,2,1,0,4d6ab8e1dbef005c811b4ff28e43894ab06de6d9479d106501919ebe0bb8b928
CZE,Offline TA/TO,3,0,0,a99d190a9320177033aedfed7fd1a96792e7c22b02a2b3f60d522e882abdd674
IDN,Direct,1,0,0,b1a349a0dacaf5361143c46770ed6f040186eca8eceebad20eda9623516aa63a
IRQ,Online TA,2,2,0,8d453b9984179364fc9fa90fbd89cd6fbad600c17c527ec66dbc58385ed539fb
FRA,Offline TA/TO,3,1,0,ea1949f4541d12c0a2f6722c62a284b13da6b1d46f7965e317a5cf96102173f1
ETH,Online TA,3,0,0,899bd8c9f042fff383fc303b0d6b24987d20cbcf4f12e95d4fa6e42578378922
TGO,Online TA,2,0,0,e763db121d626243e26fda325ec417f2060587508aea27fa1b9afe531fc2c204
FRA,Complementary,2,0,0,890f2e9d784a7fc60d7aa285999b277ed4d54d5ba41e10d4dfa62b235f3386f5
LUX,Groups,2,0,0,cba7e1f0354af19ce828ed9579baacc91c77718ca91b516c0295412bf1733f05
CHE,Online TA,0,0,0,592d4f4baa3bf125588afe879a3274f390d6ecfdf992cd7170e84f4e4aec7ced
CHL,Online TA,1,0,0,178af67732a33a2de5793140c073b7b3fea54157f8334f453ad2eab21cdb24e1
NZL,Direct,1,0,0,c9b98ed9c5b896f1d9f8b9ac34e2ea68cdaf8d7b56837c33ca44c8be4d01260c
ZAF,Online TA,3,1,0,bb6d708096f09548b383830c1c6e248747484b31972d98d02d990b0deb53a8cf
ESP,Direct,1,1,0,707be4ceedc1bb11c5f3672c73371dd145323847b72b3ebba5540d5eec6345e3
CN,Online TA,2,0,1,2f1bfed61f8717f1b58865fc0e886c8a4a72f5384a8094bf6504190163a59200
CN,Online TA,3,0,0,6f53a5df3345b3dbb89bf95152839254a65890a91589b168d62ef640895405e6
JPN,Groups,2,0,0,78bbacf44dd6f3f86955cc5502f750111bbd6d6e1ee4e4f6cf8ff3e7eea0a809
PER,Online TA,2,0,0,5740493eb4b8dcb4e4453876ff192d260224bfc81c0d850a23c49f22320ee282
MOZ,Direct,2,0,0,bef634b75cc64ede2061cf06d177f364e811c9e4a6aed363c2cd006380728681
MEX,Groups,1,0,0,95a1cf752e491e36655c508f68c38ff98b1d2f77b12a0a686326447a8f39bc5f
UKR,Offline TA/TO,2,0,0,9b289e99e3150530ba2c6a4fd83a0f66644d632e5b4b8599302beb9d247dec28
HRV,Offline TA/TO,2,0,0,f2983ae20ff68b1c04407805b751e07226abf4dff099949be99ccc27309060ad
ITA,Direct,2,1,1,f5cdd358425c5e9694cf5c7ded71a05872acdab481a561772334c9a6a8b01731
ROU,Online TA,3,0,0,e9c70bb6146101bbc4eda2de8e98cff72c8e227bc540b956d9553c20226c1053
ISL,Online TA,2,0,0,d3cfaf93974590e28bec6674ed16c7a19b9aa74ac839aa2071faa564803c0b3a
ESP,Online TA,1,1,0,bcab6cc0c5305ac25a90dfb3527158dba3b8e44df113ffc837cd2408f8d55cdf
COL,Online TA,3,0,0,92fd50c7fca32baa717dd10a99f0a24f19821a4163b17734b1a5c374f0a12dfa
GRC,Corporate,1,0,0,cd2b26eb9d5388d9be0100b157d1cd38ffe9f3beffbd86bccf4e43ed2821bd0d
ESP,Online TA,0,2,0,bf49f8db2448e96a0248d59784e971bb59ee996de73a80e1a46dd4a142860143
MEX,Groups,2,0,0,fc632bacfc0c45f1861a5de4693f3e8aa0817a0666b5569db439f1aafa3b81ed
AUT,Groups,3,0,0,21681744572168c17783520bd6c70d9f18896ed109df42faa8a331bfe64041d9
VEN,Online TA,1,0,0,f25f79842c89f95fd9cd0c16c0a00b4540a64fc2ca1d0ece2ce030bc64cfc3a5
CUB,Direct,2,0,0,1e1e8453b660f1e987a99f844ab6bdb3a4b7ab2be625171e97b68863f63de55b
CHE,Direct,0,0,0,96f244d7b7a815a7b8e825c346c71e88ab513c8cd3ce89b74a63c36b519fb573
PRT,Online TA,0,0,0,d4f7f61d4e8f37e5a8d116339e61ab58f097a34db3f00383cad41de95a722e12
AZE,Online TA,2,0,0,e78bf9367d3916d328a99778672a8d66db0817dac9263e4771d4e536ddf7f91b
KOR,Groups,2,0,0,683995f456669a8ea0967e688a94b8f17139269d4491e3f0011c2fddbb837566
MAR,Direct,3,2,0,5eabf082d058f8db82888f9c49eb8e553314f1ffda39704002c14c7e0f054b6f
HKG,Online TA,2,0,0,726b57d05fb09c88b12edf09c627447a1044438d27d110be6268b2c00ac50d58
SWE,Online TA,0,0,0,975d11cc1bbf2032988ca2c7ed46104162a146a5a82de31931e2349faef731bd
HRV,Groups,1,0,0,5299863bcd0fa6f31f388abc7e43b58e074b2d1c800fe314e10980472bf95374
CN,Online TA,1,1,0,9173d5cb10adba555a66d78d2b3149b1a6f5a2f8e47b1c4c3c969f79832694c5
PRT,Direct,0,3,0,c2828f099e39728bef17a9d8570705c32954c97607b7b31fe97c491c6984e492
GRC,Offline TA/TO,3,0,0,712d81f4ee7568fb650fd04fbabece73e6aacc505e0f33e53118603893ae9785
MYS,Groups,2,0,0,de8e17da1c58090265cc4de1bc396bf22914fcc2aae84ad4bda68f75930e7686
GBR,Offline TA/TO,2,1,1,f9b37a0285feac9ef8e97670de093f3a9d77390d6a0342dd99119fdb26068b77
NOR,Online TA,3,0,0,ffe786db6f1f1fc3a3bee87eba643aea6a17d686a32b6b258a9705df1af49be3
HUN,Offline TA/TO,2,1,0,89c90510673cf451c009f682a472d00f1c2193013aab7676a28c7c0668efc54d
ISR,Online TA,2,0,1,1b3423729ba6a59fbd1aaad3a73c45d96759a75158202a7a9ec9fb2948d9c1ab
BEL,Online TA,0,1,0,16502d8ab35b163b60ce5421bd061e36eeab51b7cb14abd54b1bb77267e43f98
BEL,Offline TA/TO,3,0,0,47e69150ed19d47482abd2e7eefcb37d24aad2410d236ba2c1f68c027af8afe6
MAR,Direct,2,1,0,eab27ade75dbac755c32b37b39b561e0d71c26fc640ad3c751df74529cba50a3
BRA,Online TA,1,2,0,c065b884969d18c27afe3899018822185e307dfea0b454430dee6b7da1ed0142
ISL,Offline TA/TO,1,0,0,a9b5ae220f011ed7f3c66cf3faf7cb5d96172ea1ffbf3c7f1d53423b1a30e186
BEL,Direct,1,1,0,94efcd8b757b38d26b551eb1aabe01eef86d5057d32bc34cf1907edd5df6aa92
EGY,Groups,1,0,0,270a53e8bf9348c1bf786a3906d62524e5c941f4277cf6c35bfbe16c3864bc77
SRB,Offline TA/TO,1,0,0,6d08d358cf0be333c630497492af3d63582c8b52c0e514e3e528b68ed7878327
GBR,Online TA,0,2,0,372b8ecc2022b9e1ef4cba31b648dc82279fe76b0f3a3aa601d8ad8e26089c77
ITA,Online TA,3,2,0,d7bdb11fedf352b28447b6dbbaeb6c0ac3b3d9915ea60b315563a4bbcd2e4b9e
ITA,Direct,4,0,0,a44a197a5ae962d636e7cafeda88d61c8b05758c4328ce05828db4f298e1348e
ITA,Offline TA/TO,1,1,0,f02d79aabc614471aa656d0eba04559797d917b778ee6fd7e149cdbd1d80ada4
JOR,Groups,1,0,0,943fae0b85bed45f767c3f2c65a5301620330e20b702192c40a19964537190d8
POL,Online TA,0,2,0,0a5ccfdd54048e21d535141fb2dd8fa6ae971fd5421baa53238f56400c0eefc4
TWN,Direct,2,0,0,6fb839e1172fac5cf812e8c6accf72e9f3026dfb29b199397d705414fbd93687
BRA,Online TA,2,3,0,8a945b0dc5079a186eb41cac113970b039a46508d8495f062eb17e6aefc2524f
GEO,Online TA,2,2,0,a730bb66262eafe127e7400e59c66cdeebe498817d5efdc6c764d451830210dd
TUN,Direct,2,0,0,03f5e398a934e80819148d64b5d7be2fa119c9facb5340e364fa7bcffaf111cc
PRT,Direct,0,2,0,6b35aa9050057f4711506f83dcb885ca4475d15e2b4fad058254ec207f01fd5b
MDV,Direct,2,0,0,048420cdb8525157114c5c8a06b1ba71e94aa662dab00ad521642d42e67e6405
NGA,Online TA,2,2,0,6fe745c18e316af39eefad06b48a2662b8875b6cd895a2413b0ee867368181ca
ISR,Groups,2,0,0,f10ffe497d31d9d22c6dd1c05cd1a43d7f6665de4581c938258e4da6709c02b6
RUS,Corporate,3,0,0,3d60a29983f8008a5e5fd25b7061f1ea02c4426667bbaae60d7066a044f5433f
NOR,Online TA,1,1,0,54fc702c6257cb4917280bc08f2d2c2ff739c0b36c5a3c98042f0f38383f3fd3
FIN,Groups,1,0,0,2d233074e19971fcaf4eefe436a1eb32c40511e300e417ef731d605e6e7fc66a
BEL,Online TA,0,2,0,1c48a099930587afd6f19454fbb2b30c028914b21c3661415530cd643febeda5
DNK,Offline TA/TO,1,0,0,309f25b294c5ee5a23c5901f2fa0f853a7f876809db12e3788297785849196ea
JOR,Offline TA/TO,1,0,0,3c6622069561fedc438a37abb6358765d699ba8915cd224e4bc64cf1a9f9dc7c
SVN,Online TA,1,0,0,672ad97b521a5798c64a572e823dd6418ad9d8bb9b2059296371db898aa4485b
